id_parada,data_hora_inicio,data_hora_fim,aerogerador,subsistema,codigo_alarme,descricao_alarme,tempo_parada_horas,tipo_manutencao
873,2025-08-08 15:47:00,2025-08-08 22:05:00,WTG-28,Converter / Electrical,604,DC link overvoltage,6.3,Corretiva
874,2025-08-08 17:23:00,2025-08-09 07:23:00,WTG-07,Pitch System,202,Pitch battery fault,14.0,Corretiva
875,2025-08-08 19:00:00,2025-08-09 04:12:00,WTG-03,Sensors / Weather,801,Anemometer mismatch,9.2,Corretiva
876,2025-08-08 20:52:00,2025-08-09 05:34:00,WTG-09,Generator,503,Bearing temperature high,8.7,Preventiva
877,2025-08-09 14:46:00,2025-08-10 05:34:00,WTG-02,Pitch System,205,Blade angle asymmetry limit reached,14.8,Corretiva
878,2025-08-09 22:32:00,2025-08-10 02:50:00,WTG-01,Hydraulic System,403,Hydraulic pump motor overload,4.3,Corretiva
879,2025-08-10 00:44:00,2025-08-10 01:38:00,WTG-29,Converter / Electrical,605,Grid frequency instability,0.9,Corretiva
880,2025-08-10 02:37:00,2025-08-10 09:13:00,WTG-15,Yaw System,302,Yaw motor overload,6.6,Corretiva
881,2025-08-10 04:43:00,2025-08-10 08:55:00,WTG-22,Gearbox (Multiplicador),704,Oil filter clogged,4.2,Corretiva
882,2025-08-10 09:41:00,2025-08-10 12:47:00,WTG-18,Gearbox (Multiplicador),703,Bearing vibration high,3.1,Corretiva
883,2025-08-10 10:12:00,2025-08-10 16:48:00,WTG-16,Generator,503,Bearing temperature high,6.6,Preventiva
884,2025-08-11 05:56:00,2025-08-11 12:26:00,WTG-20,Sensors / Weather,801,Anemometer mismatch,6.5,Corretiva
885,2025-08-11 10:42:00,2025-08-11 14:48:00,WTG-08,Gearbox (Multiplicador),701,Low oil pressure,4.1,Preventiva
886,2025-08-11 13:13:00,2025-08-12 17:13:00,WTG-13,Hydraulic System,401,Low hydraulic pressure,28.0,Corretiva
887,2025-08-11 14:52:00,2025-08-11 19:10:00,WTG-11,Converter / Electrical,602,IGBT overtemperature,4.3,Corretiva
888,2025-08-11 15:57:00,2025-08-12 07:03:00,WTG-25,Gearbox (Multiplicador),701,Low oil pressure,15.1,Corretiva
889,2025-08-11 21:55:00,2025-08-12 06:07:00,WTG-24,Hydraulic System,404,Hydraulic oil low level,8.2,Corretiva
890,2025-08-12 03:15:00,2025-08-12 05:27:00,WTG-04,Generator,504,Slip ring brush wear limit,2.2,Corretiva
891,2025-08-12 04:50:00,2025-08-12 12:20:00,WTG-14,Hydraulic System,404,Hydraulic oil low level,7.5,Corretiva
892,2025-08-13 02:47:00,2025-08-13 21:41:00,WTG-11,Gearbox (Multiplicador),704,Oil filter clogged,18.9,Corretiva
893,2025-08-13 03:55:00,2025-08-13 10:55:00,WTG-22,Generator,504,Slip ring brush wear limit,7.0,Corretiva
894,2025-08-13 04:34:00,2025-08-13 10:46:00,WTG-24,Sensors / Weather,801,Anemometer mismatch,6.2,Corretiva
895,2025-08-13 06:57:00,2025-08-13 08:21:00,WTG-14,Pitch System,203,Pitch motor overtemperature,1.4,Corretiva
896,2025-08-13 11:37:00,2025-08-13 22:55:00,WTG-11,Converter / Electrical,604,DC link overvoltage,11.3,Corretiva
897,2025-08-13 11:53:00,2025-08-13 20:11:00,WTG-01,Pitch System,203,Pitch motor overtemperature,8.3,Corretiva
898,2025-08-13 23:58:00,2025-08-14 08:22:00,WTG-24,Hydraulic System,405,Valve switching failure,8.4,Corretiva
899,2025-08-14 05:27:00,2025-08-14 06:33:00,WTG-03,Hydraulic System,403,Hydraulic pump motor overload,1.1,Corretiva
900,2025-08-14 17:59:00,2025-08-15 04:11:00,WTG-06,Yaw System,303,Cable twist limit exceeded,10.2,Corretiva
901,2025-08-14 20:21:00,2025-08-15 01:27:00,WTG-17,Yaw System,304,Yaw brake failure,5.1,Corretiva
902,2025-08-15 02:53:00,2025-08-15 07:59:00,WTG-24,Hydraulic System,404,Hydraulic oil low level,5.1,Corretiva
903,2025-08-15 04:30:00,2025-08-15 07:24:00,WTG-13,Sensors / Weather,803,Ice detection on blades,2.9,Corretiva
904,2025-08-15 17:07:00,2025-08-15 18:25:00,WTG-08,Gearbox (Multiplicador),702,High oil temperature,1.3,Corretiva
905,2025-08-15 21:42:00,2025-08-16 03:18:00,WTG-16,Pitch System,204,Pitch position sensor error,5.6,Corretiva
906,2025-08-16 16:55:00,2025-08-17 03:25:00,WTG-24,Hydraulic System,405,Valve switching failure,10.5,Preventiva
907,2025-08-17 02:26:00,2025-08-17 05:32:00,WTG-23,Hydraulic System,404,Hydraulic oil low level,3.1,Corretiva
908,2025-08-17 02:54:00,2025-08-17 07:12:00,WTG-06,Hydraulic System,401,Low hydraulic pressure,4.3,Preventiva
909,2025-08-17 03:52:00,2025-08-17 15:46:00,WTG-29,Gearbox (Multiplicador),704,Oil filter clogged,11.9,Preventiva
910,2025-08-17 12:57:00,2025-08-17 14:57:00,WTG-29,Sensors / Weather,803,Ice detection on blades,2.0,Corretiva
911,2025-08-17 14:41:00,2025-08-17 16:05:00,WTG-28,Gearbox (Multiplicador),704,Oil filter clogged,1.4,Corretiva
912,2025-08-17 15:05:00,2025-08-18 01:17:00,WTG-26,Hydraulic System,404,Hydraulic oil low level,10.2,Corretiva
913,2025-08-17 15:54:00,2025-08-17 19:18:00,WTG-15,Generator,502,Generator cooling failure,3.4,Corretiva
914,2025-08-17 16:50:00,2025-08-18 01:38:00,WTG-02,Gearbox (Multiplicador),702,High oil temperature,8.8,Corretiva
915,2025-08-17 19:37:00,2025-08-18 00:25:00,WTG-27,Generator,503,Bearing temperature high,4.8,Preventiva
916,2025-08-18 12:14:00,2025-08-18 22:26:00,WTG-01,Yaw System,305,Yaw inverter fault,10.2,Preventiva
917,2025-08-19 00:38:00,2025-08-19 01:38:00,WTG-20,Pitch System,204,Pitch position sensor error,1.0,Corretiva
918,2025-08-19 07:29:00,2025-08-20 04:35:00,WTG-21,Gearbox (Multiplicador),702,High oil temperature,21.1,Corretiva
919,2025-08-19 07:46:00,2025-08-19 09:52:00,WTG-14,Sensors / Weather,801,Anemometer mismatch,2.1,Corretiva
920,2025-08-19 14:55:00,2025-08-19 21:25:00,WTG-29,Hydraulic System,401,Low hydraulic pressure,6.5,Corretiva
921,2025-08-19 15:10:00,2025-08-19 16:22:00,WTG-12,Converter / Electrical,604,DC link overvoltage,1.2,Corretiva
922,2025-08-19 17:18:00,2025-08-19 18:48:00,WTG-29,Gearbox (Multiplicador),703,Bearing vibration high,1.5,Corretiva
923,2025-08-20 13:29:00,2025-08-20 17:17:00,WTG-25,Sensors / Weather,802,Wind vane error,3.8,Corretiva
924,2025-08-20 14:08:00,2025-08-21 05:44:00,WTG-13,Sensors / Weather,802,Wind vane error,15.6,Corretiva
925,2025-08-20 14:19:00,2025-08-20 20:19:00,WTG-10,Converter / Electrical,603,Converter communication failure,6.0,Preventiva
926,2025-08-20 16:14:00,2025-08-20 18:26:00,WTG-22,Yaw System,303,Cable twist limit exceeded,2.2,Corretiva
927,2025-08-21 03:33:00,2025-08-21 18:33:00,WTG-11,Hydraulic System,405,Valve switching failure,15.0,Corretiva
928,2025-08-21 05:48:00,2025-08-21 12:06:00,WTG-09,Hydraulic System,404,Hydraulic oil low level,6.3,Corretiva
929,2025-08-21 11:47:00,2025-08-22 03:17:00,WTG-20,Hydraulic System,401,Low hydraulic pressure,15.5,Corretiva
930,2025-08-21 15:15:00,2025-08-21 23:15:00,WTG-18,Yaw System,301,Yaw error,8.0,Corretiva
931,2025-08-21 15:54:00,2025-08-21 16:42:00,WTG-21,Pitch System,202,Pitch battery fault,0.8,Corretiva
932,2025-08-21 16:14:00,2025-08-21 22:32:00,WTG-05,Sensors / Weather,804,Ambient temperature out of range,6.3,Preventiva
933,2025-08-21 19:22:00,2025-08-22 04:10:00,WTG-24,Gearbox (Multiplicador),705,Gear mesh frequency vibration,8.8,Corretiva
934,2025-08-21 20:48:00,2025-08-22 02:18:00,WTG-19,Gearbox (Multiplicador),702,High oil temperature,5.5,Preventiva
935,2025-08-22 00:15:00,2025-08-22 05:27:00,WTG-28,Sensors / Weather,803,Ice detection on blades,5.2,Preventiva
936,2025-08-22 02:35:00,2025-08-22 03:29:00,WTG-16,Sensors / Weather,802,Wind vane error,0.9,Corretiva
937,2025-08-22 03:34:00,2025-08-22 06:52:00,WTG-20,Yaw System,304,Yaw brake failure,3.3,Corretiva
938,2025-08-22 03:38:00,2025-08-22 04:26:00,WTG-30,Hydraulic System,401,Low hydraulic pressure,0.8,Corretiva
939,2025-08-22 08:57:00,2025-08-22 23:09:00,WTG-19,Gearbox (Multiplicador),704,Oil filter clogged,14.2,Corretiva
940,2025-08-22 18:01:00,2025-08-23 00:13:00,WTG-19,Hydraulic System,402,High hydraulic pressure,6.2,Corretiva
941,2025-08-22 21:01:00,2025-08-23 17:07:00,WTG-21,Converter / Electrical,601,Grid voltage out of limits,20.1,Corretiva
942,2025-08-23 02:34:00,2025-08-23 04:10:00,WTG-30,Sensors / Weather,804,Ambient temperature out of range,1.6,Corretiva
943,2025-08-23 04:04:00,2025-08-23 20:04:00,WTG-19,Generator,501,High temperature winding,16.0,Corretiva
944,2025-08-23 06:08:00,2025-08-23 15:26:00,WTG-06,Generator,502,Generator cooling failure,9.3,Preventiva
945,2025-08-23 07:55:00,2025-08-23 09:13:00,WTG-09,Converter / Electrical,601,Grid voltage out of limits,1.3,Corretiva
946,2025-08-24 01:57:00,2025-08-24 21:33:00,WTG-09,Gearbox (Multiplicador),701,Low oil pressure,19.6,Corretiva
947,2025-08-24 02:02:00,2025-08-24 10:50:00,WTG-29,Yaw System,305,Yaw inverter fault,8.8,Preventiva
948,2025-08-24 02:11:00,2025-08-24 07:29:00,WTG-11,Generator,504,Slip ring brush wear limit,5.3,Preventiva
949,2025-08-24 17:23:00,2025-08-25 02:17:00,WTG-06,Yaw System,303,Cable twist limit exceeded,8.9,Corretiva
950,2025-08-25 02:11:00,2025-08-25 05:23:00,WTG-25,Pitch System,205,Blade angle asymmetry limit reached,3.2,Corretiva
951,2025-08-25 11:25:00,2025-08-26 03:43:00,WTG-25,Converter / Electrical,603,Converter communication failure,16.3,Corretiva
952,2025-08-25 14:56:00,2025-08-25 20:08:00,WTG-19,Generator,504,Slip ring brush wear limit,5.2,Preventiva
953,2025-08-25 22:07:00,2025-08-26 08:19:00,WTG-01,Yaw System,305,Yaw inverter fault,10.2,Corretiva
954,2025-08-25 22:33:00,2025-08-26 10:03:00,WTG-19,Yaw System,302,Yaw motor overload,11.5,Preventiva
955,2025-08-25 23:54:00,2025-08-26 17:24:00,WTG-21,Sensors / Weather,802,Wind vane error,17.5,Corretiva
956,2025-08-26 02:05:00,2025-08-27 11:41:00,WTG-07,Pitch System,204,Pitch position sensor error,33.6,Corretiva
957,2025-08-26 21:28:00,2025-08-27 00:34:00,WTG-10,Sensors / Weather,804,Ambient temperature out of range,3.1,Corretiva
958,2025-08-26 23:34:00,2025-08-27 00:16:00,WTG-07,Generator,503,Bearing temperature high,0.7,Corretiva
959,2025-08-28 09:51:00,2025-08-28 11:39:00,WTG-11,Converter / Electrical,602,IGBT overtemperature,1.8,Corretiva
960,2025-08-28 10:16:00,2025-08-28 17:28:00,WTG-12,Generator,501,High temperature winding,7.2,Preventiva
961,2025-08-28 10:58:00,2025-08-28 21:40:00,WTG-04,Converter / Electrical,603,Converter communication failure,10.7,Corretiva
962,2025-08-28 12:33:00,2025-08-29 03:33:00,WTG-07,Gearbox (Multiplicador),704,Oil filter clogged,15.0,Corretiva
963,2025-08-28 13:55:00,2025-08-28 21:01:00,WTG-15,Sensors / Weather,803,Ice detection on blades,7.1,Preventiva
964,2025-08-28 22:00:00,2025-08-29 05:18:00,WTG-03,Pitch System,201,Difference between Pitch angles,7.3,Preventiva
965,2025-08-29 07:22:00,2025-08-29 12:22:00,WTG-18,Pitch System,202,Pitch battery fault,5.0,Preventiva
966,2025-08-29 16:40:00,2025-08-30 13:10:00,WTG-22,Generator,502,Generator cooling failure,20.5,Corretiva
967,2025-08-29 17:35:00,2025-08-30 02:23:00,WTG-27,Yaw System,304,Yaw brake failure,8.8,Corretiva
968,2025-08-30 00:28:00,2025-08-30 04:58:00,WTG-07,Sensors / Weather,803,Ice detection on blades,4.5,Corretiva
969,2025-08-30 03:39:00,2025-08-30 15:33:00,WTG-27,Yaw System,305,Yaw inverter fault,11.9,Corretiva
970,2025-08-30 03:45:00,2025-08-30 14:09:00,WTG-25,Yaw System,301,Yaw error,10.4,Preventiva
971,2025-08-30 07:05:00,2025-08-30 08:47:00,WTG-04,Pitch System,201,Difference between Pitch angles,1.7,Corretiva
972,2025-08-30 13:28:00,2025-08-30 19:40:00,WTG-09,Gearbox (Multiplicador),704,Oil filter clogged,6.2,Preventiva
973,2025-08-31 08:34:00,2025-08-31 12:34:00,WTG-09,Sensors / Weather,803,Ice detection on blades,4.0,Preventiva
974,2025-08-31 21:19:00,2025-09-01 02:07:00,WTG-18,Converter / Electrical,601,Grid voltage out of limits,4.8,Corretiva
975,2025-08-31 21:24:00,2025-08-31 22:48:00,WTG-26,Yaw System,304,Yaw brake failure,1.4,Corretiva
976,2025-09-01 04:10:00,2025-09-01 16:58:00,WTG-27,Yaw System,305,Yaw inverter fault,12.8,Corretiva
977,2025-09-01 06:00:00,2025-09-01 08:24:00,WTG-09,Hydraulic System,402,High hydraulic pressure,2.4,Corretiva
978,2025-09-01 13:38:00,2025-09-01 20:32:00,WTG-26,Sensors / Weather,803,Ice detection on blades,6.9,Preventiva
979,2025-09-01 16:15:00,2025-09-01 18:57:00,WTG-17,Converter / Electrical,601,Grid voltage out of limits,2.7,Corretiva
980,2025-09-01 21:25:00,2025-09-02 03:19:00,WTG-13,Gearbox (Multiplicador),701,Low oil pressure,5.9,Preventiva
981,2025-09-02 07:53:00,2025-09-03 11:23:00,WTG-07,Pitch System,203,Pitch motor overtemperature,27.5,Corretiva
982,2025-09-02 09:57:00,2025-09-02 17:15:00,WTG-11,Converter / Electrical,605,Grid frequency instability,7.3,Corretiva
983,2025-09-03 13:00:00,2025-09-03 19:06:00,WTG-23,Gearbox (Multiplicador),703,Bearing vibration high,6.1,Preventiva
984,2025-09-03 18:47:00,2025-09-04 01:59:00,WTG-08,Hydraulic System,405,Valve switching failure,7.2,Corretiva
985,2025-09-03 21:43:00,2025-09-04 09:49:00,WTG-16,Hydraulic System,402,High hydraulic pressure,12.1,Corretiva
986,2025-09-04 01:42:00,2025-09-04 05:24:00,WTG-10,Generator,504,Slip ring brush wear limit,3.7,Corretiva
987,2025-09-04 05:27:00,2025-09-04 16:21:00,WTG-06,Sensors / Weather,801,Anemometer mismatch,10.9,Preventiva
988,2025-09-05 19:17:00,2025-09-06 08:59:00,WTG-21,Pitch System,204,Pitch position sensor error,13.7,Corretiva
989,2025-09-06 05:15:00,2025-09-06 14:27:00,WTG-20,Hydraulic System,402,High hydraulic pressure,9.2,Corretiva
990,2025-09-06 09:23:00,2025-09-06 19:05:00,WTG-09,Generator,504,Slip ring brush wear limit,9.7,Corretiva
991,2025-09-06 18:56:00,2025-09-07 08:26:00,WTG-07,Yaw System,303,Cable twist limit exceeded,13.5,Corretiva
992,2025-09-07 06:33:00,2025-09-07 11:51:00,WTG-15,Generator,504,Slip ring brush wear limit,5.3,Corretiva
993,2025-09-07 10:57:00,2025-09-07 20:39:00,WTG-27,Yaw System,301,Yaw error,9.7,Corretiva
994,2025-09-07 14:23:00,2025-09-07 20:23:00,WTG-24,Converter / Electrical,604,DC link overvoltage,6.0,Preventiva
995,2025-09-07 15:59:00,2025-09-07 20:47:00,WTG-22,Sensors / Weather,804,Ambient temperature out of range,4.8,Corretiva
996,2025-09-07 16:57:00,2025-09-08 02:39:00,WTG-20,Pitch System,205,Blade angle asymmetry limit reached,9.7,Corretiva
997,2025-09-07 17:07:00,2025-09-07 19:07:00,WTG-29,Gearbox (Multiplicador),703,Bearing vibration high,2.0,Corretiva
998,2025-09-08 03:36:00,2025-09-08 09:12:00,WTG-15,Yaw System,301,Yaw error,5.6,Corretiva
999,2025-09-08 04:23:00,2025-09-08 15:11:00,WTG-15,Gearbox (Multiplicador),705,Gear mesh frequency vibration,10.8,Preventiva
1000,2025-09-08 05:47:00,2025-09-08 12:35:00,WTG-17,Sensors / Weather,803,Ice detection on blades,6.8,Corretiva
1001,2025-09-08 17:39:00,2025-09-09 01:39:00,WTG-13,Hydraulic System,403,Hydraulic pump motor overload,8.0,Preventiva
1002,2025-09-08 18:28:00,2025-09-09 05:28:00,WTG-06,Yaw System,301,Yaw error,11.0,Corretiva
1003,2025-09-08 19:54:00,2025-09-09 09:18:00,WTG-02,Converter / Electrical,601,Grid voltage out of limits,13.4,Corretiva
1004,2025-09-08 20:08:00,2025-09-08 21:44:00,WTG-02,Converter / Electrical,602,IGBT overtemperature,1.6,Corretiva
1005,2025-09-08 22:59:00,2025-09-09 18:47:00,WTG-23,Gearbox (Multiplicador),703,Bearing vibration high,19.8,Corretiva
1006,2025-09-09 12:53:00,2025-09-09 19:35:00,WTG-15,Converter / Electrical,605,Grid frequency instability,6.7,Preventiva
1007,2025-09-09 15:36:00,2025-09-10 03:36:00,WTG-11,Pitch System,202,Pitch battery fault,12.0,Preventiva
1008,2025-09-09 16:00:00,2025-09-10 01:48:00,WTG-09,Sensors / Weather,801,Anemometer mismatch,9.8,Corretiva
1009,2025-09-09 18:29:00,2025-09-09 22:59:00,WTG-12,Converter / Electrical,602,IGBT overtemperature,4.5,Preventiva
1010,2025-09-09 20:39:00,2025-09-10 07:27:00,WTG-16,Converter / Electrical,604,DC link overvoltage,10.8,Corretiva
1011,2025-09-09 20:40:00,2025-09-10 06:34:00,WTG-26,Yaw System,301,Yaw error,9.9,Corretiva
1012,2025-09-10 06:55:00,2025-09-10 13:01:00,WTG-29,Converter / Electrical,605,Grid frequency instability,6.1,Corretiva
1013,2025-09-10 07:19:00,2025-09-10 07:49:00,WTG-22,Converter / Electrical,603,Converter communication failure,0.5,Corretiva
1014,2025-09-10 13:50:00,2025-09-10 22:38:00,WTG-28,Converter / Electrical,602,IGBT overtemperature,8.8,Corretiva
1015,2025-09-10 15:31:00,2025-09-11 06:25:00,WTG-02,Sensors / Weather,801,Anemometer mismatch,14.9,Corretiva
1016,2025-09-11 04:45:00,2025-09-11 06:03:00,WTG-23,Generator,503,Bearing temperature high,1.3,Corretiva
1017,2025-09-11 05:18:00,2025-09-11 15:30:00,WTG-26,Converter / Electrical,601,Grid voltage out of limits,10.2,Preventiva
1018,2025-09-11 06:14:00,2025-09-11 11:08:00,WTG-28,Generator,501,High temperature winding,4.9,Preventiva
1019,2025-09-11 08:11:00,2025-09-12 07:59:00,WTG-07,Sensors / Weather,802,Wind vane error,23.8,Corretiva
1020,2025-09-11 09:38:00,2025-09-11 18:26:00,WTG-07,Converter / Electrical,602,IGBT overtemperature,8.8,Preventiva
1021,2025-09-11 11:35:00,2025-09-11 17:05:00,WTG-03,Pitch System,205,Blade angle asymmetry limit reached,5.5,Corretiva
1022,2025-09-11 12:09:00,2025-09-12 06:27:00,WTG-06,Hydraulic System,403,Hydraulic pump motor overload,18.3,Corretiva
1023,2025-09-11 18:41:00,2025-09-12 01:29:00,WTG-03,Pitch System,201,Difference between Pitch angles,6.8,Corretiva
1024,2025-09-11 22:16:00,2025-09-12 08:04:00,WTG-20,Pitch System,205,Blade angle asymmetry limit reached,9.8,Preventiva
1025,2025-09-12 05:33:00,2025-09-13 22:15:00,WTG-19,Sensors / Weather,803,Ice detection on blades,40.7,Corretiva
1026,2025-09-12 05:40:00,2025-09-12 07:52:00,WTG-15,Sensors / Weather,804,Ambient temperature out of range,2.2,Corretiva
1027,2025-09-12 08:36:00,2025-09-12 10:36:00,WTG-12,Gearbox (Multiplicador),701,Low oil pressure,2.0,Corretiva
1028,2025-09-12 08:50:00,2025-09-12 11:38:00,WTG-13,Hydraulic System,402,High hydraulic pressure,2.8,Corretiva
1029,2025-09-13 11:23:00,2025-09-13 18:47:00,WTG-09,Converter / Electrical,602,IGBT overtemperature,7.4,Corretiva
1030,2025-09-14 03:48:00,2025-09-14 06:06:00,WTG-22,Gearbox (Multiplicador),705,Gear mesh frequency vibration,2.3,Corretiva
1031,2025-09-14 05:21:00,2025-09-14 11:39:00,WTG-07,Converter / Electrical,605,Grid frequency instability,6.3,Corretiva
1032,2025-09-14 07:01:00,2025-09-14 15:01:00,WTG-08,Converter / Electrical,605,Grid frequency instability,8.0,Corretiva
1033,2025-09-14 10:21:00,2025-09-16 17:03:00,WTG-18,Sensors / Weather,801,Anemometer mismatch,54.7,Corretiva
1034,2025-09-14 16:17:00,2025-09-15 03:59:00,WTG-14,Gearbox (Multiplicador),705,Gear mesh frequency vibration,11.7,Corretiva
1035,2025-09-14 18:31:00,2025-09-14 22:49:00,WTG-29,Hydraulic System,404,Hydraulic oil low level,4.3,Preventiva
1036,2025-09-14 20:25:00,2025-09-15 03:13:00,WTG-20,Sensors / Weather,804,Ambient temperature out of range,6.8,Corretiva
1037,2025-09-14 21:03:00,2025-09-15 02:57:00,WTG-17,Generator,504,Slip ring brush wear limit,5.9,Corretiva
1038,2025-09-15 03:19:00,2025-09-15 07:25:00,WTG-27,Sensors / Weather,804,Ambient temperature out of range,4.1,Corretiva
1039,2025-09-15 06:15:00,2025-09-15 15:57:00,WTG-16,Yaw System,301,Yaw error,9.7,Preventiva
1040,2025-09-15 10:25:00,2025-09-15 20:43:00,WTG-24,Yaw System,305,Yaw inverter fault,10.3,Preventiva
1041,2025-09-15 11:02:00,2025-09-16 04:14:00,WTG-06,Gearbox (Multiplicador),705,Gear mesh frequency vibration,17.2,Corretiva
1042,2025-09-15 17:35:00,2025-09-16 05:05:00,WTG-21,Hydraulic System,404,Hydraulic oil low level,11.5,Corretiva
1043,2025-09-16 06:26:00,2025-09-16 12:20:00,WTG-05,Yaw System,302,Yaw motor overload,5.9,Preventiva
1044,2025-09-16 08:19:00,2025-09-16 12:07:00,WTG-12,Yaw System,301,Yaw error,3.8,Corretiva
1045,2025-09-16 21:07:00,2025-09-16 23:37:00,WTG-15,Gearbox (Multiplicador),704,Oil filter clogged,2.5,Corretiva
1046,2025-09-17 01:12:00,2025-09-17 10:30:00,WTG-17,Gearbox (Multiplicador),704,Oil filter clogged,9.3,Corretiva
1047,2025-09-17 11:41:00,2025-09-17 17:05:00,WTG-03,Hydraulic System,402,High hydraulic pressure,5.4,Preventiva
1048,2025-09-17 12:04:00,2025-09-17 15:16:00,WTG-06,Gearbox (Multiplicador),702,High oil temperature,3.2,Corretiva
1049,2025-09-17 12:34:00,2025-09-18 06:16:00,WTG-01,Gearbox (Multiplicador),702,High oil temperature,17.7,Corretiva
1050,2025-09-17 14:58:00,2025-09-19 19:04:00,WTG-19,Pitch System,201,Difference between Pitch angles,52.1,Corretiva
1051,2025-09-17 15:35:00,2025-09-17 22:11:00,WTG-01,Yaw System,304,Yaw brake failure,6.6,Corretiva
1052,2025-09-17 20:10:00,2025-09-18 01:28:00,WTG-08,Sensors / Weather,804,Ambient temperature out of range,5.3,Preventiva
1053,2025-09-17 23:51:00,2025-09-18 01:03:00,WTG-07,Yaw System,303,Cable twist limit exceeded,1.2,Corretiva
1054,2025-09-18 05:09:00,2025-09-18 08:15:00,WTG-06,Converter / Electrical,602,IGBT overtemperature,3.1,Corretiva
1055,2025-09-18 09:38:00,2025-09-18 14:02:00,WTG-11,Gearbox (Multiplicador),705,Gear mesh frequency vibration,4.4,Corretiva
1056,2025-09-18 11:50:00,2025-09-18 21:20:00,WTG-08,Sensors / Weather,803,Ice detection on blades,9.5,Preventiva
1057,2025-09-18 13:46:00,2025-09-18 17:52:00,WTG-04,Gearbox (Multiplicador),703,Bearing vibration high,4.1,Corretiva
1058,2025-09-18 14:47:00,2025-09-18 20:17:00,WTG-29,Sensors / Weather,803,Ice detection on blades,5.5,Corretiva
1059,2025-09-18 21:03:00,2025-09-19 08:39:00,WTG-27,Yaw System,301,Yaw error,11.6,Corretiva
1060,2025-09-20 05:04:00,2025-09-21 15:04:00,WTG-08,Converter / Electrical,603,Converter communication failure,34.0,Corretiva
1061,2025-09-20 06:02:00,2025-09-21 03:50:00,WTG-23,Sensors / Weather,802,Wind vane error,21.8,Corretiva
1062,2025-09-20 07:54:00,2025-09-20 09:48:00,WTG-20,Sensors / Weather,801,Anemometer mismatch,1.9,Corretiva
1063,2025-09-20 20:59:00,2025-09-21 04:17:00,WTG-02,Yaw System,304,Yaw brake failure,7.3,Corretiva
1064,2025-09-21 08:13:00,2025-09-21 12:49:00,WTG-30,Generator,505,Generator overspeed,4.6,Preventiva
1065,2025-09-21 12:37:00,2025-09-21 19:13:00,WTG-02,Hydraulic System,402,High hydraulic pressure,6.6,Corretiva
1066,2025-09-21 20:40:00,2025-09-22 01:40:00,WTG-25,Generator,501,High temperature winding,5.0,Corretiva
1067,2025-09-21 23:08:00,2025-09-21 23:56:00,WTG-07,Converter / Electrical,601,Grid voltage out of limits,0.8,Corretiva
1068,2025-09-21 23:37:00,2025-09-22 16:13:00,WTG-23,Hydraulic System,404,Hydraulic oil low level,16.6,Corretiva
1069,2025-09-22 00:40:00,2025-09-22 08:04:00,WTG-01,Generator,503,Bearing temperature high,7.4,Corretiva
1070,2025-09-22 01:14:00,2025-09-22 03:08:00,WTG-08,Pitch System,201,Difference between Pitch angles,1.9,Corretiva
1071,2025-09-22 09:30:00,2025-09-23 01:30:00,WTG-08,Pitch System,203,Pitch motor overtemperature,16.0,Corretiva
1072,2025-09-22 11:33:00,2025-09-22 15:57:00,WTG-23,Sensors / Weather,801,Anemometer mismatch,4.4,Preventiva
1073,2025-09-22 11:36:00,2025-09-23 04:48:00,WTG-29,Generator,505,Generator overspeed,17.2,Corretiva
1074,2025-09-22 18:27:00,2025-09-22 19:39:00,WTG-22,Sensors / Weather,802,Wind vane error,1.2,Corretiva
1075,2025-09-22 19:29:00,2025-09-23 02:05:00,WTG-28,Converter / Electrical,602,IGBT overtemperature,6.6,Corretiva
1076,2025-09-22 20:15:00,2025-09-23 07:51:00,WTG-25,Pitch System,203,Pitch motor overtemperature,11.6,Preventiva
1077,2025-09-22 20:53:00,2025-09-23 06:53:00,WTG-10,Generator,504,Slip ring brush wear limit,10.0,Preventiva
1078,2025-09-22 21:56:00,2025-09-22 23:08:00,WTG-02,Converter / Electrical,603,Converter communication failure,1.2,Corretiva
1079,2025-09-23 09:59:00,2025-09-23 12:11:00,WTG-20,Gearbox (Multiplicador),701,Low oil pressure,2.2,Corretiva
1080,2025-09-23 17:57:00,2025-09-24 02:09:00,WTG-06,Sensors / Weather,802,Wind vane error,8.2,Preventiva
1081,2025-09-24 00:47:00,2025-09-24 15:23:00,WTG-25,Converter / Electrical,601,Grid voltage out of limits,14.6,Corretiva
1082,2025-09-24 05:42:00,2025-09-24 09:18:00,WTG-27,Converter / Electrical,603,Converter communication failure,3.6,Corretiva
1083,2025-09-24 09:26:00,2025-09-24 17:02:00,WTG-05,Sensors / Weather,803,Ice detection on blades,7.6,Corretiva
1084,2025-09-24 14:30:00,2025-09-24 19:54:00,WTG-06,Yaw System,301,Yaw error,5.4,Corretiva
1085,2025-09-24 19:00:00,2025-09-24 21:00:00,WTG-28,Pitch System,204,Pitch position sensor error,2.0,Corretiva
1086,2025-09-24 20:43:00,2025-09-25 06:13:00,WTG-30,Generator,505,Generator overspeed,9.5,Corretiva
1087,2025-09-24 22:09:00,2025-09-25 09:45:00,WTG-21,Pitch System,203,Pitch motor overtemperature,11.6,Preventiva
1088,2025-09-24 23:51:00,2025-09-25 04:09:00,WTG-08,Gearbox (Multiplicador),704,Oil filter clogged,4.3,Corretiva
