id_parada,data_hora_inicio,data_hora_fim,aerogerador,subsistema,codigo_alarme,descricao_alarme,tempo_parada_horas,tipo_parada
916,2025-08-04 17:39:00,2025-08-04 20:39:00,WTG-16,Pitch System,201,Difference between Pitch angles,3.0,TRIP
917,2025-08-04 22:53:00,2025-08-05 04:23:00,WTG-29,Pitch System,202,Pitch battery fault,5.5,TRIP
918,2025-08-05 01:00:00,2025-08-05 01:48:00,WTG-21,Pitch System,205,Blade angle asymmetry limit reached,0.8,TRIP
919,2025-08-05 03:38:00,2025-08-05 08:56:00,WTG-24,Yaw System,305,Yaw inverter fault,5.3,TRIP
920,2025-08-05 05:13:00,2025-08-05 13:01:00,WTG-01,PCM-CORR,002,manual stop_repair,7.8,Corrective
921,2025-08-05 11:26:00,2025-08-05 22:20:00,WTG-11,Electrical,604,DC link overvoltage,10.9,TRIP
922,2025-08-05 17:46:00,2025-08-07 03:16:00,WTG-05,PCM-CORR,002,manual stop_repair,33.5,Corrective
923,2025-08-06 00:40:00,2025-08-06 06:40:00,WTG-30,Gearbox,701,Low oil pressure,6.0,TRIP
924,2025-08-06 05:17:00,2025-08-06 18:41:00,WTG-06,Generator,503,Bearing temperature high,13.4,TRIP
925,2025-08-06 06:34:00,2025-08-06 10:10:00,WTG-30,Sensors,801,Anemometer mismatch,3.6,TRIP
926,2025-08-06 08:27:00,2025-08-06 11:33:00,WTG-28,Electrical,603,Converter communication failure,3.1,TRIP
927,2025-08-06 08:33:00,2025-08-07 03:09:00,WTG-05,Gearbox,704,Oil filter clogged,18.6,TRIP
928,2025-08-06 18:51:00,2025-08-08 03:33:00,WTG-06,PCM-CORR,002,manual stop_repair,32.7,Corrective
929,2025-08-07 00:58:00,2025-08-07 02:40:00,WTG-03,Yaw System,304,Yaw brake failure,1.7,TRIP
930,2025-08-08 00:49:00,2025-08-08 02:07:00,WTG-11,Generator,504,Slip ring brush wear limit,1.3,TRIP
931,2025-08-08 12:51:00,2025-08-09 03:03:00,WTG-30,Yaw System,304,Yaw brake failure,14.2,TRIP
932,2025-08-08 23:43:00,2025-08-09 03:25:00,WTG-01,Gearbox,703,Bearing vibration high,3.7,TRIP
933,2025-08-09 10:31:00,2025-08-09 22:55:00,WTG-13,Electrical,603,Converter communication failure,12.4,TRIP
934,2025-08-09 19:48:00,2025-08-10 01:48:00,WTG-10,Generator,502,Generator cooling failure,6.0,TRIP
935,2025-08-10 01:39:00,2025-08-11 13:27:00,WTG-12,PCM-CORR,002,manual stop_repair,35.8,Corrective
936,2025-08-10 06:46:00,2025-08-10 09:34:00,WTG-17,Generator,504,Slip ring brush wear limit,2.8,TRIP
937,2025-08-10 08:17:00,2025-08-11 18:35:00,WTG-12,PCM-CORR,002,manual stop_repair,34.3,Corrective
938,2025-08-10 13:53:00,2025-08-11 18:05:00,WTG-06,PCM-CORR,002,manual stop_repair,28.2,Corrective
939,2025-08-10 20:39:00,2025-08-11 13:09:00,WTG-17,Yaw System,304,Yaw brake failure,16.5,TRIP
940,2025-08-10 22:04:00,2025-08-11 00:04:00,WTG-18,Sensors,804,Ambient temperature out of range,2.0,TRIP
941,2025-08-11 01:11:00,2025-08-12 01:53:00,WTG-13,Sensors,801,Anemometer mismatch,24.7,TRIP
942,2025-08-11 13:52:00,2025-08-12 07:58:00,WTG-29,Hydraulic System,404,Hydraulic oil low level,18.1,TRIP
943,2025-08-11 18:16:00,2025-08-11 18:58:00,WTG-03,Hydraulic System,403,Hydraulic pump motor overload,0.7,TRIP
944,2025-08-12 05:13:00,2025-08-12 22:19:00,WTG-29,PCM-CORR,002,manual stop_repair,17.1,Corrective
945,2025-08-12 12:41:00,2025-08-13 02:05:00,WTG-22,Electrical,604,DC link overvoltage,13.4,TRIP
946,2025-08-13 01:27:00,2025-08-13 22:21:00,WTG-04,PCM-CORR,002,manual stop_repair,20.9,Corrective
947,2025-08-13 01:59:00,2025-08-13 07:11:00,WTG-12,Sensors,801,Anemometer mismatch,5.2,TRIP
948,2025-08-13 02:41:00,2025-08-13 05:11:00,WTG-02,Yaw System,304,Yaw brake failure,2.5,TRIP
949,2025-08-13 07:00:00,2025-08-16 07:00:00,WTG-22,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
950,2025-08-13 07:32:00,2025-08-15 01:38:00,WTG-23,Yaw System,303,Cable twist limit exceeded,42.1,TRIP
951,2025-08-13 14:19:00,2025-08-13 16:25:00,WTG-15,PCM-CORR,002,manual stop_repair,2.1,Corrective
952,2025-08-13 17:48:00,2025-08-13 22:30:00,WTG-13,Pitch System,201,Difference between Pitch angles,4.7,TRIP
953,2025-08-13 19:12:00,2025-08-13 20:00:00,WTG-30,Gearbox,704,Oil filter clogged,0.8,TRIP
954,2025-08-14 05:17:00,2025-08-15 02:41:00,WTG-08,PCM-CORR,002,manual stop_repair,21.4,Corrective
955,2025-08-14 09:10:00,2025-08-14 12:16:00,WTG-10,PCM-CORR,002,manual stop_repair,3.1,Corrective
956,2025-08-14 22:04:00,2025-08-15 00:28:00,WTG-22,Yaw System,302,Yaw motor overload,2.4,TRIP
957,2025-08-15 03:39:00,2025-08-15 19:51:00,WTG-09,PCM-CORR,002,manual stop_repair,16.2,Corrective
958,2025-08-15 20:52:00,2025-08-16 22:22:00,WTG-16,Electrical,605,Grid frequency instability,25.5,TRIP
959,2025-08-16 06:54:00,2025-08-16 10:18:00,WTG-10,Electrical,602,IGBT overtemperature,3.4,TRIP
960,2025-08-16 07:38:00,2025-08-16 15:38:00,WTG-30,Pitch System,201,Difference between Pitch angles,8.0,TRIP
961,2025-08-16 15:43:00,2025-08-16 21:01:00,WTG-16,Hydraulic System,403,Hydraulic pump motor overload,5.3,TRIP
962,2025-08-16 19:28:00,2025-08-17 01:52:00,WTG-27,Pitch System,203,Pitch motor overtemperature,6.4,TRIP
963,2025-08-16 19:31:00,2025-08-16 20:37:00,WTG-06,Yaw System,304,Yaw brake failure,1.1,TRIP
964,2025-08-17 04:56:00,2025-08-17 11:20:00,WTG-23,Sensors,801,Anemometer mismatch,6.4,TRIP
965,2025-08-17 05:58:00,2025-08-17 06:34:00,WTG-11,Pitch System,203,Pitch motor overtemperature,0.6,TRIP
966,2025-08-17 16:55:00,2025-08-17 23:01:00,WTG-28,Generator,505,Generator overspeed,6.1,TRIP
967,2025-08-17 20:02:00,2025-08-19 15:02:00,WTG-23,Generator,505,Generator overspeed,43.0,TRIP
968,2025-08-18 05:52:00,2025-08-18 13:40:00,WTG-03,Pitch System,204,Pitch position sensor error,7.8,TRIP
969,2025-08-18 10:19:00,2025-08-18 14:01:00,WTG-25,Hydraulic System,402,High hydraulic pressure,3.7,TRIP
970,2025-08-18 11:39:00,2025-08-19 00:45:00,WTG-08,Electrical,602,IGBT overtemperature,13.1,TRIP
971,2025-08-18 13:03:00,2025-08-18 16:51:00,WTG-28,Generator,502,Generator cooling failure,3.8,TRIP
972,2025-08-18 16:02:00,2025-08-19 20:14:00,WTG-14,PCM-CORR,002,manual stop_repair,28.2,Corrective
973,2025-08-18 21:53:00,2025-08-19 12:23:00,WTG-20,Sensors,804,Ambient temperature out of range,14.5,TRIP
974,2025-08-18 23:29:00,2025-08-19 10:29:00,WTG-16,Hydraulic System,404,Hydraulic oil low level,11.0,TRIP
975,2025-08-19 09:38:00,2025-08-19 13:02:00,WTG-08,Yaw System,305,Yaw inverter fault,3.4,TRIP
976,2025-08-19 15:23:00,2025-08-20 22:29:00,WTG-02,PCM-CORR,002,manual stop_repair,31.1,Corrective
977,2025-08-19 17:11:00,2025-08-20 06:53:00,WTG-09,Yaw System,304,Yaw brake failure,13.7,TRIP
978,2025-08-19 21:28:00,2025-08-20 06:16:00,WTG-10,Electrical,605,Grid frequency instability,8.8,TRIP
979,2025-08-20 03:06:00,2025-08-21 03:12:00,WTG-07,PCM-CORR,002,manual stop_repair,24.1,Corrective
980,2025-08-20 09:25:00,2025-08-20 12:13:00,WTG-20,Hydraulic System,403,Hydraulic pump motor overload,2.8,TRIP
981,2025-08-21 12:47:00,2025-08-21 21:11:00,WTG-17,Electrical,604,DC link overvoltage,8.4,TRIP
982,2025-08-21 12:52:00,2025-08-21 13:34:00,WTG-26,Sensors,801,Anemometer mismatch,0.7,TRIP
983,2025-08-21 15:45:00,2025-08-22 08:33:00,WTG-22,Electrical,605,Grid frequency instability,16.8,TRIP
984,2025-08-21 18:24:00,2025-08-22 07:30:00,WTG-10,Pitch System,203,Pitch motor overtemperature,13.1,TRIP
985,2025-08-21 21:15:00,2025-08-21 23:39:00,WTG-10,Gearbox,705,Gear mesh frequency vibration,2.4,TRIP
986,2025-08-22 00:00:00,2025-08-22 05:54:00,WTG-18,Gearbox,704,Oil filter clogged,5.9,TRIP
987,2025-08-22 04:00:00,2025-08-22 05:54:00,WTG-23,Pitch System,202,Pitch battery fault,1.9,TRIP
988,2025-08-22 04:54:00,2025-08-22 19:18:00,WTG-18,Gearbox,705,Gear mesh frequency vibration,14.4,TRIP
989,2025-08-22 08:05:00,2025-08-22 08:35:00,WTG-01,Hydraulic System,403,Hydraulic pump motor overload,0.5,TRIP
990,2025-08-22 09:00:00,2025-08-25 09:00:00,WTG-10,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
991,2025-08-22 10:53:00,2025-08-23 20:47:00,WTG-27,PCM-CORR,002,manual stop_repair,33.9,Corrective
992,2025-08-22 12:04:00,2025-08-23 08:46:00,WTG-20,PCM-CORR,002,manual stop_repair,20.7,Corrective
993,2025-08-22 17:31:00,2025-08-23 03:19:00,WTG-29,Generator,503,Bearing temperature high,9.8,TRIP
994,2025-08-22 22:57:00,2025-08-23 07:45:00,WTG-01,Sensors,803,Ice detection on blades,8.8,TRIP
995,2025-08-23 08:00:00,2025-08-26 08:00:00,WTG-20,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
996,2025-08-24 05:24:00,2025-08-24 08:18:00,WTG-02,Gearbox,702,High oil temperature,2.9,TRIP
997,2025-08-24 11:28:00,2025-08-25 00:22:00,WTG-25,Generator,502,Generator cooling failure,12.9,TRIP
998,2025-08-25 02:44:00,2025-08-25 09:08:00,WTG-14,Yaw System,303,Cable twist limit exceeded,6.4,TRIP
999,2025-08-25 12:58:00,2025-08-25 20:04:00,WTG-16,Pitch System,201,Difference between Pitch angles,7.1,TRIP
1000,2025-08-25 16:30:00,2025-08-26 01:00:00,WTG-03,PCM-CORR,002,manual stop_repair,8.5,Corrective
1001,2025-08-25 20:15:00,2025-08-26 22:57:00,WTG-30,PCM-CORR,002,manual stop_repair,26.7,Corrective
1002,2025-08-26 00:01:00,2025-08-26 01:19:00,WTG-30,Yaw System,302,Yaw motor overload,1.3,TRIP
1003,2025-08-26 01:38:00,2025-08-26 05:02:00,WTG-15,Sensors,801,Anemometer mismatch,3.4,TRIP
1004,2025-08-26 13:41:00,2025-08-26 17:53:00,WTG-28,Electrical,604,DC link overvoltage,4.2,TRIP
1005,2025-08-26 20:11:00,2025-08-27 06:05:00,WTG-21,Electrical,603,Converter communication failure,9.9,TRIP
1006,2025-08-26 21:25:00,2025-08-27 19:43:00,WTG-30,PCM-CORR,002,manual stop_repair,22.3,Corrective
1007,2025-08-27 06:37:00,2025-08-27 18:25:00,WTG-04,PCM-CORR,002,manual stop_repair,11.8,Corrective
1008,2025-08-27 11:38:00,2025-08-27 18:20:00,WTG-09,PCM-CORR,002,manual stop_repair,6.7,Corrective
1009,2025-08-28 00:23:00,2025-08-28 12:59:00,WTG-26,Pitch System,203,Pitch motor overtemperature,12.6,TRIP
1010,2025-08-28 02:08:00,2025-08-28 11:44:00,WTG-07,Electrical,603,Converter communication failure,9.6,TRIP
1011,2025-08-29 08:56:00,2025-08-29 14:38:00,WTG-14,Hydraulic System,403,Hydraulic pump motor overload,5.7,TRIP
1012,2025-08-30 01:59:00,2025-08-30 05:59:00,WTG-19,Gearbox,705,Gear mesh frequency vibration,4.0,TRIP
1013,2025-08-30 05:37:00,2025-08-30 14:31:00,WTG-25,Generator,502,Generator cooling failure,8.9,TRIP
1014,2025-08-30 08:00:00,2025-09-02 08:00:00,WTG-29,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
1015,2025-08-30 11:26:00,2025-08-31 18:02:00,WTG-25,Gearbox,702,High oil temperature,30.6,TRIP
1016,2025-08-30 18:06:00,2025-08-31 05:12:00,WTG-20,Gearbox,705,Gear mesh frequency vibration,11.1,TRIP
1017,2025-08-30 19:33:00,2025-08-31 18:45:00,WTG-15,Sensors,801,Anemometer mismatch,23.2,TRIP
1018,2025-08-31 19:43:00,2025-09-01 21:13:00,WTG-02,Electrical,604,DC link overvoltage,25.5,TRIP
1019,2025-09-01 02:38:00,2025-09-01 04:38:00,WTG-10,Yaw System,302,Yaw motor overload,2.0,TRIP
1020,2025-09-01 11:31:00,2025-09-02 04:25:00,WTG-14,Hydraulic System,402,High hydraulic pressure,16.9,TRIP
1021,2025-09-01 21:29:00,2025-09-02 08:59:00,WTG-03,Gearbox,703,Bearing vibration high,11.5,TRIP
1022,2025-09-01 23:16:00,2025-09-02 17:28:00,WTG-25,Hydraulic System,403,Hydraulic pump motor overload,18.2,TRIP
1023,2025-09-01 23:26:00,2025-09-02 01:14:00,WTG-27,Hydraulic System,402,High hydraulic pressure,1.8,TRIP
1024,2025-09-02 05:07:00,2025-09-03 03:25:00,WTG-05,PCM-CORR,002,manual stop_repair,22.3,Corrective
1025,2025-09-02 09:44:00,2025-09-02 16:02:00,WTG-24,Yaw System,304,Yaw brake failure,6.3,TRIP
1026,2025-09-02 13:26:00,2025-09-02 16:38:00,WTG-29,Pitch System,203,Pitch motor overtemperature,3.2,TRIP
1027,2025-09-02 13:29:00,2025-09-02 22:35:00,WTG-09,Generator,502,Generator cooling failure,9.1,TRIP
1028,2025-09-02 15:11:00,2025-09-03 09:11:00,WTG-06,Pitch System,203,Pitch motor overtemperature,18.0,TRIP
1029,2025-09-02 17:13:00,2025-09-02 22:13:00,WTG-04,Pitch System,203,Pitch motor overtemperature,5.0,TRIP
1030,2025-09-03 00:05:00,2025-09-03 05:29:00,WTG-11,Hydraulic System,403,Hydraulic pump motor overload,5.4,TRIP
1031,2025-09-03 02:49:00,2025-09-04 05:37:00,WTG-20,Sensors,802,Wind vane error,26.8,TRIP
1032,2025-09-03 05:33:00,2025-09-03 18:39:00,WTG-27,Hydraulic System,405,Valve switching failure,13.1,TRIP
1033,2025-09-03 12:36:00,2025-09-03 21:48:00,WTG-22,Hydraulic System,401,Low hydraulic pressure,9.2,TRIP
1034,2025-09-03 13:34:00,2025-09-03 15:40:00,WTG-14,Yaw System,303,Cable twist limit exceeded,2.1,TRIP
1035,2025-09-03 16:07:00,2025-09-03 17:19:00,WTG-13,Sensors,802,Wind vane error,1.2,TRIP
1036,2025-09-04 08:16:00,2025-09-04 20:16:00,WTG-17,Generator,501,High temperature winding,12.0,TRIP
1037,2025-09-04 19:08:00,2025-09-06 05:20:00,WTG-28,PCM-CORR,002,manual stop_repair,34.2,Corrective
1038,2025-09-04 22:01:00,2025-09-05 00:43:00,WTG-08,Yaw System,303,Cable twist limit exceeded,2.7,TRIP
1039,2025-09-05 07:36:00,2025-09-05 17:36:00,WTG-17,Gearbox,701,Low oil pressure,10.0,TRIP
1040,2025-09-05 08:14:00,2025-09-05 12:14:00,WTG-26,Yaw System,301,Yaw error,4.0,TRIP
1041,2025-09-05 12:35:00,2025-09-05 22:47:00,WTG-23,Yaw System,305,Yaw inverter fault,10.2,TRIP
1042,2025-09-05 12:38:00,2025-09-06 08:08:00,WTG-09,Electrical,601,Grid voltage out of limits,19.5,TRIP
1043,2025-09-05 14:48:00,2025-09-05 18:18:00,WTG-05,Gearbox,701,Low oil pressure,3.5,TRIP
1044,2025-09-05 15:46:00,2025-09-06 03:16:00,WTG-30,Sensors,804,Ambient temperature out of range,11.5,TRIP
1045,2025-09-06 03:53:00,2025-09-06 05:47:00,WTG-08,Hydraulic System,405,Valve switching failure,1.9,TRIP
1046,2025-09-06 05:32:00,2025-09-06 07:02:00,WTG-14,Sensors,804,Ambient temperature out of range,1.5,TRIP
1047,2025-09-06 08:50:00,2025-09-07 06:08:00,WTG-22,PCM-CORR,002,manual stop_repair,21.3,Corrective
1048,2025-09-06 09:46:00,2025-09-06 16:22:00,WTG-27,Gearbox,701,Low oil pressure,6.6,TRIP
1049,2025-09-06 10:13:00,2025-09-06 17:31:00,WTG-13,Sensors,804,Ambient temperature out of range,7.3,TRIP
1050,2025-09-06 13:38:00,2025-09-07 01:38:00,WTG-17,Pitch System,201,Difference between Pitch angles,12.0,TRIP
1051,2025-09-06 15:10:00,2025-09-06 23:46:00,WTG-21,Hydraulic System,404,Hydraulic oil low level,8.6,TRIP
1052,2025-09-06 16:17:00,2025-09-06 18:23:00,WTG-22,Hydraulic System,404,Hydraulic oil low level,2.1,TRIP
1053,2025-09-06 18:07:00,2025-09-07 00:49:00,WTG-30,Yaw System,302,Yaw motor overload,6.7,TRIP
1054,2025-09-07 00:15:00,2025-09-07 09:57:00,WTG-30,Electrical,604,DC link overvoltage,9.7,TRIP
1055,2025-09-07 07:58:00,2025-09-08 09:22:00,WTG-20,PCM-CORR,002,manual stop_repair,25.4,Corrective
1056,2025-09-08 01:39:00,2025-09-08 08:03:00,WTG-28,PCM-CORR,002,manual stop_repair,6.4,Corrective
1057,2025-09-08 04:27:00,2025-09-08 11:51:00,WTG-27,Generator,505,Generator overspeed,7.4,TRIP
1058,2025-09-08 04:30:00,2025-09-08 06:00:00,WTG-06,Gearbox,704,Oil filter clogged,1.5,TRIP
1059,2025-09-08 08:00:00,2025-09-11 08:00:00,WTG-18,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
1060,2025-09-08 11:43:00,2025-09-08 18:49:00,WTG-10,Yaw System,302,Yaw motor overload,7.1,TRIP
1061,2025-09-08 14:58:00,2025-09-09 08:28:00,WTG-03,PCM-CORR,002,manual stop_repair,17.5,Corrective
1062,2025-09-08 17:04:00,2025-09-08 23:04:00,WTG-30,Yaw System,303,Cable twist limit exceeded,6.0,TRIP
1063,2025-09-08 22:16:00,2025-09-10 07:34:00,WTG-27,Electrical,602,IGBT overtemperature,33.3,TRIP
1064,2025-09-08 23:47:00,2025-09-09 05:29:00,WTG-07,Sensors,801,Anemometer mismatch,5.7,TRIP
1065,2025-09-09 02:55:00,2025-09-09 11:07:00,WTG-03,Sensors,803,Ice detection on blades,8.2,TRIP
1066,2025-09-09 07:00:00,2025-09-12 07:00:00,WTG-24,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
1067,2025-09-09 08:00:00,2025-09-12 08:00:00,WTG-02,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
1068,2025-09-09 22:22:00,2025-09-10 23:10:00,WTG-23,Gearbox,703,Bearing vibration high,24.8,TRIP
1069,2025-09-09 23:03:00,2025-09-10 04:51:00,WTG-03,Sensors,804,Ambient temperature out of range,5.8,TRIP
1070,2025-09-10 05:34:00,2025-09-10 07:04:00,WTG-16,Yaw System,302,Yaw motor overload,1.5,TRIP
1071,2025-09-10 07:00:00,2025-09-13 07:00:00,WTG-07,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
1072,2025-09-10 11:53:00,2025-09-10 14:53:00,WTG-18,Yaw System,305,Yaw inverter fault,3.0,TRIP
1073,2025-09-10 15:07:00,2025-09-10 19:31:00,WTG-05,Generator,501,High temperature winding,4.4,TRIP
1074,2025-09-10 15:55:00,2025-09-10 23:31:00,WTG-25,Yaw System,302,Yaw motor overload,7.6,TRIP
1075,2025-09-10 16:29:00,2025-09-11 03:47:00,WTG-12,Gearbox,704,Oil filter clogged,11.3,TRIP
1076,2025-09-11 03:11:00,2025-09-12 03:59:00,WTG-09,Gearbox,703,Bearing vibration high,24.8,TRIP
1077,2025-09-11 05:33:00,2025-09-11 07:27:00,WTG-21,Electrical,604,DC link overvoltage,1.9,TRIP
1078,2025-09-11 07:05:00,2025-09-11 16:53:00,WTG-25,Pitch System,201,Difference between Pitch angles,9.8,TRIP
1079,2025-09-11 08:03:00,2025-09-12 18:33:00,WTG-20,PCM-CORR,002,manual stop_repair,34.5,Corrective
1080,2025-09-11 09:04:00,2025-09-11 10:52:00,WTG-28,Pitch System,202,Pitch battery fault,1.8,TRIP
1081,2025-09-11 16:59:00,2025-09-11 19:23:00,WTG-11,Hydraulic System,404,Hydraulic oil low level,2.4,TRIP
1082,2025-09-12 09:00:00,2025-09-15 09:00:00,WTG-25,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
1083,2025-09-12 21:05:00,2025-09-13 03:29:00,WTG-05,Hydraulic System,401,Low hydraulic pressure,6.4,TRIP
1084,2025-09-12 21:09:00,2025-09-13 13:03:00,WTG-09,Hydraulic System,402,High hydraulic pressure,15.9,TRIP
1085,2025-09-13 04:31:00,2025-09-13 11:01:00,WTG-25,Hydraulic System,401,Low hydraulic pressure,6.5,TRIP
1086,2025-09-13 10:04:00,2025-09-13 15:10:00,WTG-27,Generator,502,Generator cooling failure,5.1,TRIP
1087,2025-09-14 02:46:00,2025-09-14 05:52:00,WTG-15,Electrical,601,Grid voltage out of limits,3.1,TRIP
1088,2025-09-14 07:00:00,2025-09-14 18:24:00,WTG-08,PCM-CORR,002,manual stop_repair,11.4,Corrective
1089,2025-09-14 11:52:00,2025-09-14 16:16:00,WTG-05,Pitch System,205,Blade angle asymmetry limit reached,4.4,TRIP
1090,2025-09-15 00:47:00,2025-09-15 14:11:00,WTG-25,Generator,505,Generator overspeed,13.4,TRIP
1091,2025-09-15 09:37:00,2025-09-16 19:55:00,WTG-20,PCM-CORR,002,manual stop_repair,34.3,Corrective
1092,2025-09-15 15:00:00,2025-09-16 20:54:00,WTG-22,PCM-CORR,002,manual stop_repair,29.9,Corrective
1093,2025-09-15 23:16:00,2025-09-17 06:40:00,WTG-29,Yaw System,301,Yaw error,31.4,TRIP
1094,2025-09-16 02:31:00,2025-09-16 03:55:00,WTG-16,Generator,502,Generator cooling failure,1.4,TRIP
1095,2025-09-16 13:14:00,2025-09-16 20:26:00,WTG-15,Hydraulic System,403,Hydraulic pump motor overload,7.2,TRIP
1096,2025-09-16 14:23:00,2025-09-16 18:29:00,WTG-20,Hydraulic System,405,Valve switching failure,4.1,TRIP
1097,2025-09-16 20:16:00,2025-09-17 00:40:00,WTG-01,Pitch System,204,Pitch position sensor error,4.4,TRIP
1098,2025-09-17 05:16:00,2025-09-17 21:34:00,WTG-12,PCM-CORR,002,manual stop_repair,16.3,Corrective
1099,2025-09-17 05:53:00,2025-09-18 14:17:00,WTG-09,PCM-CORR,002,manual stop_repair,32.4,Corrective
1100,2025-09-17 09:15:00,2025-09-17 12:27:00,WTG-07,Sensors,801,Anemometer mismatch,3.2,TRIP
1101,2025-09-17 13:02:00,2025-09-18 11:26:00,WTG-30,PCM-CORR,002,manual stop_repair,22.4,Corrective
1102,2025-09-17 22:14:00,2025-09-18 03:56:00,WTG-18,Pitch System,204,Pitch position sensor error,5.7,TRIP
1103,2025-09-18 04:39:00,2025-09-18 17:15:00,WTG-11,Electrical,603,Converter communication failure,12.6,TRIP
1104,2025-09-18 06:30:00,2025-09-18 11:18:00,WTG-24,Yaw System,303,Cable twist limit exceeded,4.8,TRIP
1105,2025-09-18 08:51:00,2025-09-18 10:21:00,WTG-05,Sensors,803,Ice detection on blades,1.5,TRIP
1106,2025-09-18 09:31:00,2025-09-18 13:19:00,WTG-30,Electrical,604,DC link overvoltage,3.8,TRIP
1107,2025-09-19 07:00:00,2025-09-22 07:00:00,WTG-01,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
1108,2025-09-19 07:00:00,2025-09-22 07:00:00,WTG-14,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
1109,2025-09-19 15:06:00,2025-09-21 00:12:00,WTG-03,PCM-CORR,002,manual stop_repair,33.1,Corrective
1110,2025-09-19 21:39:00,2025-09-19 22:33:00,WTG-19,Electrical,603,Converter communication failure,0.9,TRIP
1111,2025-09-20 03:03:00,2025-09-20 18:03:00,WTG-10,PCM-CORR,002,manual stop_repair,15.0,Corrective
1112,2025-09-20 03:17:00,2025-09-21 07:47:00,WTG-05,Gearbox,702,High oil temperature,28.5,TRIP
1113,2025-09-20 04:22:00,2025-09-20 07:10:00,WTG-15,Gearbox,703,Bearing vibration high,2.8,TRIP
1114,2025-09-20 08:00:00,2025-09-23 08:00:00,WTG-13,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
1115,2025-09-20 08:01:00,2025-09-20 22:25:00,WTG-05,Pitch System,204,Pitch position sensor error,14.4,TRIP
1116,2025-09-20 23:27:00,2025-09-21 04:33:00,WTG-06,Pitch System,203,Pitch motor overtemperature,5.1,TRIP
1117,2025-09-21 04:47:00,2025-09-21 06:53:00,WTG-09,Yaw System,304,Yaw brake failure,2.1,TRIP
1118,2025-09-21 09:20:00,2025-09-21 16:14:00,WTG-06,PCM-CORR,002,manual stop_repair,6.9,Corrective
1119,2025-09-21 19:15:00,2025-09-22 04:09:00,WTG-07,Electrical,602,IGBT overtemperature,8.9,TRIP
1120,2025-09-22 10:05:00,2025-09-22 21:17:00,WTG-09,Gearbox,702,High oil temperature,11.2,TRIP
1121,2025-09-22 12:03:00,2025-09-22 15:03:00,WTG-28,Hydraulic System,402,High hydraulic pressure,3.0,TRIP
1122,2025-09-22 12:46:00,2025-09-22 22:40:00,WTG-25,PCM-CORR,002,manual stop_repair,9.9,Corrective
1123,2025-09-22 20:02:00,2025-09-23 13:50:00,WTG-20,Yaw System,304,Yaw brake failure,17.8,TRIP
1124,2025-09-22 22:12:00,2025-09-23 12:36:00,WTG-26,Sensors,803,Ice detection on blades,14.4,TRIP
1125,2025-09-23 10:11:00,2025-09-24 03:11:00,WTG-22,Generator,504,Slip ring brush wear limit,17.0,TRIP
1126,2025-09-23 11:44:00,2025-09-23 16:02:00,WTG-21,Electrical,603,Converter communication failure,4.3,TRIP
1127,2025-09-24 05:24:00,2025-09-24 06:00:00,WTG-22,Yaw System,304,Yaw brake failure,0.6,TRIP
1128,2025-09-24 06:57:00,2025-09-24 10:03:00,WTG-21,Electrical,601,Grid voltage out of limits,3.1,TRIP
1129,2025-09-24 21:10:00,2025-09-25 21:40:00,WTG-05,PCM-CORR,002,manual stop_repair,24.5,Corrective
1130,2025-09-25 11:57:00,2025-09-26 00:09:00,WTG-08,Yaw System,305,Yaw inverter fault,12.2,TRIP
1131,2025-09-25 15:51:00,2025-09-26 02:33:00,WTG-06,Hydraulic System,402,High hydraulic pressure,10.7,TRIP
1132,2025-09-25 20:02:00,2025-09-26 10:38:00,WTG-03,Pitch System,204,Pitch position sensor error,14.6,TRIP
1133,2025-09-26 01:09:00,2025-09-26 23:39:00,WTG-22,Electrical,605,Grid frequency instability,22.5,TRIP
1134,2025-09-26 08:00:00,2025-09-29 08:00:00,WTG-26,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
1135,2025-09-26 09:21:00,2025-09-26 14:51:00,WTG-24,Electrical,602,IGBT overtemperature,5.5,TRIP
1136,2025-09-26 15:46:00,2025-09-28 00:04:00,WTG-14,PCM-CORR,002,manual stop_repair,32.3,Corrective
1137,2025-09-26 18:11:00,2025-09-27 15:11:00,WTG-09,Generator,502,Generator cooling failure,21.0,TRIP
1138,2025-09-27 02:47:00,2025-09-27 07:47:00,WTG-05,Gearbox,704,Oil filter clogged,5.0,TRIP
1139,2025-09-27 16:21:00,2025-09-27 18:57:00,WTG-14,Electrical,601,Grid voltage out of limits,2.6,TRIP
1140,2025-09-28 08:29:00,2025-09-28 18:05:00,WTG-29,Hydraulic System,405,Valve switching failure,9.6,TRIP
1141,2025-09-28 10:28:00,2025-09-28 19:58:00,WTG-03,Gearbox,704,Oil filter clogged,9.5,TRIP
